"term","variable","value"
"PctAlluvCoastCat","algdead_noupstream_cover_score",-0.143808385812556
"PctCarbResidWs","algdead_noupstream_cover_score",-0.0705112630570207
"PctNonCarbResidWs","algdead_noupstream_cover_score",-0.117561755610395
"PctAlkIntruVolWs","algdead_noupstream_cover_score",0.0793075291501135
"PctSilicicWs","algdead_noupstream_cover_score",0.237868981024221
"PctExtruVolWs","algdead_noupstream_cover_score",-0.0268966623183532
"PctEolCrsWs","algdead_noupstream_cover_score",-0.0960981120317495
"PctEolFineWs","algdead_noupstream_cover_score",-0.0600796838930308
"PctAlluvCoastWs","algdead_noupstream_cover_score",-0.0948887471158823
"WetIndexCat","algdead_noupstream_cover_score",-0.214474585479056
"WetIndexWs","algdead_noupstream_cover_score",-0.242538974804644
"urb","algdead_noupstream_cover_score",-0.0665762560658471
"urbRip","algdead_noupstream_cover_score",-0.0737324008398641
"forr","algdead_noupstream_cover_score",-0.183140508082
"forrRip","algdead_noupstream_cover_score",-0.15470761627617
"ag","algdead_noupstream_cover_score",-0.170525370336816
"agRip","algdead_noupstream_cover_score",-0.140922335789213
"wetlands","algdead_noupstream_cover_score",0.0163871800478006
"wetlandsRip","algdead_noupstream_cover_score",0.0141381003317252
"urbWs","algdead_noupstream_cover_score",0.0436112756080133
"urbRipWs","algdead_noupstream_cover_score",0.0189737518123293
"forrWs","algdead_noupstream_cover_score",-0.113325269650725
"forrWsRip","algdead_noupstream_cover_score",-0.10384702920093
"agWs","algdead_noupstream_cover_score",-0.0611225799600945
"agRipWs","algdead_noupstream_cover_score",-0.0336169534504214
"wetlandsWs","algdead_noupstream_cover_score",0.0804166755355885
"wetlandsRipWS","algdead_noupstream_cover_score",0.0534659105569452
"EcoII","algdead_noupstream_cover_score",0.124439687481479
"EcoIII","algdead_noupstream_cover_score",0.100736968674518
"tmean","algdead_noupstream_cover_score",0.250558998597409
"tmax","algdead_noupstream_cover_score",0.230830523159499
"tmin","algdead_noupstream_cover_score",0.260771544607654
"ppt","algdead_noupstream_cover_score",0.0944438277900589
"ppt.m01","algdead_noupstream_cover_score",0.243517619882746
"ppt.m02","algdead_noupstream_cover_score",0.225504931567771
"ppt.m03","algdead_noupstream_cover_score",0.210957999976514
"ppt.m04","algdead_noupstream_cover_score",-0.0295374529173744
"ppt.m05","algdead_noupstream_cover_score",-0.190648546311247
"ppt.m06","algdead_noupstream_cover_score",-0.223107206829991
"ppt.m07","algdead_noupstream_cover_score",-0.106557180628854
"ppt.m08","algdead_noupstream_cover_score",-0.0824189771572856
"ppt.m09","algdead_noupstream_cover_score",-0.159159901955109
"ppt.m10","algdead_noupstream_cover_score",-0.148088039055824
"ppt.m11","algdead_noupstream_cover_score",0.104697915102141
"ppt.m12","algdead_noupstream_cover_score",0.200892372130521
"fishabund_score2","alglivedead_cover_score",0.357003718152324
"bmiabund_score","alglivedead_cover_score",0.632966147032209
"algabund_score","alglivedead_cover_score",0.905876536328872
"vegdiff_score","alglivedead_cover_score",0.350241748042537
"rootedplants_score","alglivedead_cover_score",0.396671149058991
"iofb_score","alglivedead_cover_score",0.357697703404797
"mayfly_abundance","alglivedead_cover_score",0.545149107386794
"perennial_abundance","alglivedead_cover_score",0.550292823457989
"perennial_taxa","alglivedead_cover_score",0.54067899049754
"perennial_live_abundance","alglivedead_cover_score",0.546674108726141
"snake_score","alglivedead_cover_score",0.0848107765678576
"turt_score","alglivedead_cover_score",0.00723811327048455
"vert_score","alglivedead_cover_score",0.210204561223588
"vert_sumscore","alglivedead_cover_score",0.207321530899924
"hydrophytes_present_noflag","alglivedead_cover_score",0.492518264924134
"alglive_cover_score","alglivedead_cover_score",0.960345008907348
"algdead_cover_score","alglivedead_cover_score",0.412187683498897
"algdead_noupstream_cover_score","alglivedead_cover_score",0.415500035770275
"alglivedead_cover_score","alglivedead_cover_score",1
"moss_cover_score","alglivedead_cover_score",0.3702696418257
"liverwort_cover_score","alglivedead_cover_score",0.12630045217422
"PctShading","alglivedead_cover_score",0.227602895264312
"TotalAbundance","alglivedead_cover_score",0.61442261486327
"Richness","alglivedead_cover_score",0.610781828522275
"EPT_abundance","alglivedead_cover_score",0.566266898075488
"EPT_taxa","alglivedead_cover_score",0.54894477036479
"EPT_relabd","alglivedead_cover_score",0.446707778188868
"EPT_reltaxa","alglivedead_cover_score",0.444369524777451
"GOLD_relabd","alglivedead_cover_score",0.533675049721808
"GOLD_reltaxa","alglivedead_cover_score",0.508482746130143
"OCH_relabd","alglivedead_cover_score",0.382353401936643
"OCH_reltaxa","alglivedead_cover_score",0.384476080751719
"GOLDOCH_relabd","alglivedead_cover_score",0.457584757280909
"GOLDOCH_reltaxa","alglivedead_cover_score",0.442398694249905
"Noninsect_abundance","alglivedead_cover_score",0.374211431406341
"Noninsect_taxa","alglivedead_cover_score",0.37528770661329
"Noninsect_relabund","alglivedead_cover_score",0.349532698166853
"Noninsect_reltaxa","alglivedead_cover_score",0.36115165693601
"waterinchannel_score","alglivedead_cover_score",0.498859153053439
"hydric_score","alglivedead_cover_score",0.155833874267879
"springs_score","alglivedead_cover_score",0.086781325777266
"pctsurfaceflow","alglivedead_cover_score",0.52894645904643
"pctsubsurfaceflow","alglivedead_cover_score",0.523031616478858
"numberwoodyjams","alglivedead_cover_score",0.203730539672637
"SoilMoist_MaxScore","alglivedead_cover_score",0.530157614293499
"sinuosity_score","alglivedead_cover_score",0.109276656185239
"floodplaindim_score","alglivedead_cover_score",0.200783697771643
"riffpoolseq_score","alglivedead_cover_score",0.441049253845842
"substratesorting_score","alglivedead_cover_score",0.383490480788637
"seddep_score","alglivedead_cover_score",0.00667801795894105
"BankWidthMean","alglivedead_cover_score",-0.0420159454366599
"valleyslope","alglivedead_cover_score",0.210801186391975
"ElevCat","alglivedead_cover_score",0.127725532505169
"ElevWs","alglivedead_cover_score",0.147156653751035
"AgKffactCat","alglivedead_cover_score",-0.214508967465163
"KffactCat","alglivedead_cover_score",0.0254057117467894
"AgKffactWs","alglivedead_cover_score",-0.0513451802848863
"KffactWs","alglivedead_cover_score",0.0406775725786403
"Al2O3Cat","alglivedead_cover_score",0.132833303850208
"CaOCat","alglivedead_cover_score",0.0300472177510993
"Fe2O3Cat","alglivedead_cover_score",-0.0298938141623161
"K2OCat","alglivedead_cover_score",0.000957352026294834
"MgOCat","alglivedead_cover_score",0.109675043558352
"Na2OCat","alglivedead_cover_score",0.135168447368352
"P2O5Cat","alglivedead_cover_score",-0.136316315398146
"SCat","alglivedead_cover_score",-0.172820505993016
"SiO2Cat","alglivedead_cover_score",0.0302119845686812
"Al2O3Ws","alglivedead_cover_score",0.232829717279223
"CaOWs","alglivedead_cover_score",-0.104055926917369
"Fe2O3Ws","alglivedead_cover_score",0.16285495433651
"K2OWs","alglivedead_cover_score",0.102618478474327
"MgOWs","alglivedead_cover_score",0.0292461101207873
"Na2OWs","alglivedead_cover_score",0.233346744189567
"P2O5Ws","alglivedead_cover_score",0.00258229374451633
"SWs","alglivedead_cover_score",-0.285424421774246
"SiO2Ws","alglivedead_cover_score",0.0766932719699752
"NCat","alglivedead_cover_score",-0.194694721430613
"NWs","alglivedead_cover_score",-0.165502586646619
"HydrlCondCat","alglivedead_cover_score",-0.232841080508022
"HydrlCondWs","alglivedead_cover_score",-0.193058416483592
"CompStrgthCat","alglivedead_cover_score",0.224500470569738
"CompStrgthWs","alglivedead_cover_score",0.150611075305855
"Precip8110Cat","alglivedead_cover_score",0.337149839266164
"Tmax8110Cat","alglivedead_cover_score",-0.152656456489631
"Tmean8110Cat","alglivedead_cover_score",-0.149054312960426
"Tmin8110Cat","alglivedead_cover_score",-0.141242093161284
"Precip8110Ws","alglivedead_cover_score",0.292134408379909
"Tmax8110Ws","alglivedead_cover_score",-0.164650344486713
"Tmean8110Ws","alglivedead_cover_score",-0.160542537275964
"Tmin8110Ws","alglivedead_cover_score",-0.159599389285668
"ClayCat","alglivedead_cover_score",-0.0317744285285095
"SandCat","alglivedead_cover_score",0.0406377469915359
"ClayWs","alglivedead_cover_score",0.00494016372025732
"SandWs","alglivedead_cover_score",0.0116728767835177
"OmCat","alglivedead_cover_score",0.20292065812471
"PermCat","alglivedead_cover_score",0.0128924460889999
"RckDepCat","alglivedead_cover_score",-0.129113508481052
"WtDepCat","alglivedead_cover_score",-0.0646695227433247
"OmWs","alglivedead_cover_score",0.068622491735143
"PermWs","alglivedead_cover_score",0.0617362410541856
"RckDepWs","alglivedead_cover_score",-0.0143936509375982
"WtDepWs","alglivedead_cover_score",-0.0880895892440056
"PctCarbResidCat","alglivedead_cover_score",0.0587029876689539
"PctNonCarbResidCat","alglivedead_cover_score",-0.0449717923849125
"PctAlkIntruVolCat","alglivedead_cover_score",0.0928701030529344
"PctSilicicCat","alglivedead_cover_score",0.238749535171711
"PctEolCrsCat","alglivedead_cover_score",-0.086398515211028
"PctEolFineCat","alglivedead_cover_score",NA
"PctAlluvCoastCat","alglivedead_cover_score",-0.220237393291221
"PctCarbResidWs","alglivedead_cover_score",0.0122488635325402
"PctNonCarbResidWs","alglivedead_cover_score",-0.185377348934867
"PctAlkIntruVolWs","alglivedead_cover_score",0.0928701030529344
"PctSilicicWs","alglivedead_cover_score",0.268781087473737
"PctExtruVolWs","alglivedead_cover_score",-0.032851297745964
"PctEolCrsWs","alglivedead_cover_score",-0.0994418622542139
"PctEolFineWs","alglivedead_cover_score",-0.122654997666551
"PctAlluvCoastWs","alglivedead_cover_score",-0.215014920403543
"WetIndexCat","alglivedead_cover_score",-0.226960609604668
"WetIndexWs","alglivedead_cover_score",-0.164229905021159
"urb","alglivedead_cover_score",-0.126136589568391
"urbRip","alglivedead_cover_score",-0.11561584470639
"forr","alglivedead_cover_score",0.250381532469268
"forrRip","alglivedead_cover_score",0.28427032391493
"ag","alglivedead_cover_score",-0.202088297390704
"agRip","alglivedead_cover_score",-0.159701920875723
"wetlands","alglivedead_cover_score",0.197799870716498
"wetlandsRip","alglivedead_cover_score",0.220898236450002
"urbWs","alglivedead_cover_score",-0.0285790807465255
"urbRipWs","alglivedead_cover_score",0.0171599537049242
"forrWs","alglivedead_cover_score",0.278413681162766
"forrWsRip","alglivedead_cover_score",0.277837492842914
"agWs","alglivedead_cover_score",-0.0288192178007022
"agRipWs","alglivedead_cover_score",0.0402898923394444
"wetlandsWs","alglivedead_cover_score",0.221386388077537
"wetlandsRipWS","alglivedead_cover_score",0.252990131439158
"EcoII","alglivedead_cover_score",-0.098578129705493
"EcoIII","alglivedead_cover_score",-0.00686304894980235
"tmean","alglivedead_cover_score",-0.120826841072274
"tmax","alglivedead_cover_score",-0.124864528852252
"tmin","alglivedead_cover_score",-0.105973209553718
"ppt","alglivedead_cover_score",0.341217771072227
"ppt.m01","alglivedead_cover_score",0.198654302740841
"ppt.m02","alglivedead_cover_score",0.197109592684157
"ppt.m03","alglivedead_cover_score",0.276912106613334
"ppt.m04","alglivedead_cover_score",0.284023962572381
"ppt.m05","alglivedead_cover_score",0.17406602212729
"ppt.m06","alglivedead_cover_score",0.0837736704106662
"ppt.m07","alglivedead_cover_score",0.0317821101863982
"ppt.m08","alglivedead_cover_score",-0.0151269707121699
"ppt.m09","alglivedead_cover_score",0.0374849689466552
"ppt.m10","alglivedead_cover_score",0.171364123425719
"ppt.m11","alglivedead_cover_score",0.244091285843306
"ppt.m12","alglivedead_cover_score",0.204952141478879
"fishabund_score2","moss_cover_score",0.206868420424787
"bmiabund_score","moss_cover_score",0.244811357894231
"algabund_score","moss_cover_score",0.346238115536003
"vegdiff_score","moss_cover_score",0.129420651029909
"rootedplants_score","moss_cover_score",0.104493601804486
"iofb_score","moss_cover_score",0.230715013282709
"mayfly_abundance","moss_cover_score",0.343904176783203
"perennial_abundance","moss_cover_score",0.313614922845413
"perennial_taxa","moss_cover_score",0.310629688823915
"perennial_live_abundance","moss_cover_score",0.278624865221729
"snake_score","moss_cover_score",0.0196030659632477
"turt_score","moss_cover_score",-0.0436028030228487
"vert_score","moss_cover_score",-0.0710321203500347
"vert_sumscore","moss_cover_score",-0.0730457774469443
"hydrophytes_present_noflag","moss_cover_score",0.430361888794533
"alglive_cover_score","moss_cover_score",0.367567881579868
"algdead_cover_score","moss_cover_score",0.00781812208305295
"algdead_noupstream_cover_score","moss_cover_score",0.0165154534284317
"alglivedead_cover_score","moss_cover_score",0.3702696418257
"moss_cover_score","moss_cover_score",1
"liverwort_cover_score","moss_cover_score",0.246900381614968
"PctShading","moss_cover_score",0.295142431657716
"TotalAbundance","moss_cover_score",0.305873067177191
"Richness","moss_cover_score",0.360337888350911
"EPT_abundance","moss_cover_score",0.355556393536626
"EPT_taxa","moss_cover_score",0.405385743536301
"EPT_relabd","moss_cover_score",0.312328265224811
"EPT_reltaxa","moss_cover_score",0.349272614322153
"GOLD_relabd","moss_cover_score",0.269403799746314
"GOLD_reltaxa","moss_cover_score",0.244003817239746
"OCH_relabd","moss_cover_score",0.147212812763607
"OCH_reltaxa","moss_cover_score",0.138719855897128
"GOLDOCH_relabd","moss_cover_score",0.196263898341335
"GOLDOCH_reltaxa","moss_cover_score",0.161727884599093
"Noninsect_abundance","moss_cover_score",0.0738882277136036
"Noninsect_taxa","moss_cover_score",0.101231397680219
"Noninsect_relabund","moss_cover_score",0.0757655800701056
"Noninsect_reltaxa","moss_cover_score",0.0888054119319519
"waterinchannel_score","moss_cover_score",0.238611182362573
"hydric_score","moss_cover_score",-0.00534045614847212
"springs_score","moss_cover_score",0.0281629956291778
"pctsurfaceflow","moss_cover_score",0.220035856256591
"pctsubsurfaceflow","moss_cover_score",0.216483657301099
"numberwoodyjams","moss_cover_score",0.397771998519314
"SoilMoist_MaxScore","moss_cover_score",0.267276477552197
"sinuosity_score","moss_cover_score",0.20911364778699
"floodplaindim_score","moss_cover_score",0.0261643987695671
"riffpoolseq_score","moss_cover_score",0.339758495646929
"substratesorting_score","moss_cover_score",0.214284380140644
"seddep_score","moss_cover_score",-0.00559272577864642
"BankWidthMean","moss_cover_score",-0.0848276069135071
"valleyslope","moss_cover_score",0.30143085226921
"ElevCat","moss_cover_score",0.226548565090625
"ElevWs","moss_cover_score",0.265345606982281
"AgKffactCat","moss_cover_score",-0.100858028739073
"KffactCat","moss_cover_score",0.039317407956105
"AgKffactWs","moss_cover_score",-0.123591689254582
"KffactWs","moss_cover_score",0.0465920471073424
"Al2O3Cat","moss_cover_score",0.0190828673359721
"CaOCat","moss_cover_score",0.0498808309227718
"Fe2O3Cat","moss_cover_score",-0.11792214018984
"K2OCat","moss_cover_score",-0.0191244504462526
"MgOCat","moss_cover_score",0.124564096986453
"Na2OCat","moss_cover_score",0.0599817464381675
"P2O5Cat","moss_cover_score",-0.134022543293843
"SCat","moss_cover_score",-0.21759685553207
"SiO2Cat","moss_cover_score",0.0622347949588171
"Al2O3Ws","moss_cover_score",0.0200165971759058
"CaOWs","moss_cover_score",-0.119895447786785
"Fe2O3Ws","moss_cover_score",-0.0406380395922544
"K2OWs","moss_cover_score",-0.021804670917965
"MgOWs","moss_cover_score",-0.0156352494654478
"Na2OWs","moss_cover_score",0.0173477175524517
"P2O5Ws","moss_cover_score",-0.240463785903563
"SWs","moss_cover_score",-0.343986829088111
"SiO2Ws","moss_cover_score",0.0765809680055711
"NCat","moss_cover_score",-0.223932609425709
"NWs","moss_cover_score",-0.210610893004955
"HydrlCondCat","moss_cover_score",-0.237106894819105
"HydrlCondWs","moss_cover_score",-0.300978552209871
"CompStrgthCat","moss_cover_score",0.247827776705955
"CompStrgthWs","moss_cover_score",0.154696730808766
"Precip8110Cat","moss_cover_score",0.408395286629769
"Tmax8110Cat","moss_cover_score",-0.372607349809316
"Tmean8110Cat","moss_cover_score",-0.328302435946877
"Tmin8110Cat","moss_cover_score",-0.284640170152408
"Precip8110Ws","moss_cover_score",0.412912724519327
"Tmax8110Ws","moss_cover_score",-0.383290428868638
"Tmean8110Ws","moss_cover_score",-0.355970325414385
"Tmin8110Ws","moss_cover_score",-0.317861294983732
"ClayCat","moss_cover_score",-0.0266169708622384
"SandCat","moss_cover_score",0.0556344212724845
"ClayWs","moss_cover_score",-0.0778927261207816
"SandWs","moss_cover_score",0.0762067200130471
"OmCat","moss_cover_score",0.277766773376549
"PermCat","moss_cover_score",0.11525872574018
"RckDepCat","moss_cover_score",-0.124785163044059
"WtDepCat","moss_cover_score",-0.0557674027096075
"OmWs","moss_cover_score",0.271495332055546
"PermWs","moss_cover_score",0.114259829639571
"RckDepWs","moss_cover_score",0.0441597527826812
"WtDepWs","moss_cover_score",-0.120472465354074
"PctCarbResidCat","moss_cover_score",0.280362173954798
"PctNonCarbResidCat","moss_cover_score",-0.0446260790770843
"PctAlkIntruVolCat","moss_cover_score",-0.0629573365902026
"PctSilicicCat","moss_cover_score",0.195429145250574
"PctEolCrsCat","moss_cover_score",-0.0443460077007475
"PctEolFineCat","moss_cover_score",NA
"PctAlluvCoastCat","moss_cover_score",-0.211036837481914
"PctCarbResidWs","moss_cover_score",0.0141269559099925
"PctNonCarbResidWs","moss_cover_score",-0.113283135910625
"PctAlkIntruVolWs","moss_cover_score",-0.0629573365902026
"PctSilicicWs","moss_cover_score",0.112303801640974
"PctExtruVolWs","moss_cover_score",-0.0387444876973417
"PctEolCrsWs","moss_cover_score",-0.100697969658174
"PctEolFineWs","moss_cover_score",-0.0629554739195535
"PctAlluvCoastWs","moss_cover_score",-0.297217517898385
"WetIndexCat","moss_cover_score",-0.228979286900654
"WetIndexWs","moss_cover_score",-0.15863578543715
"urb","moss_cover_score",-0.228794748294821
"urbRip","moss_cover_score",-0.221627015036135
"forr","moss_cover_score",0.441493973665392
"forrRip","moss_cover_score",0.462643794324533
"ag","moss_cover_score",-0.141083162344529
"agRip","moss_cover_score",-0.0893075182876221
"wetlands","moss_cover_score",0.0464894878272385
"wetlandsRip","moss_cover_score",0.0639451525018915
"urbWs","moss_cover_score",-0.149142203661125
"urbRipWs","moss_cover_score",-0.146468380763312
"forrWs","moss_cover_score",0.476108346688376
"forrWsRip","moss_cover_score",0.477467424608989
"agWs","moss_cover_score",-0.11758179723282
"agRipWs","moss_cover_score",-0.110607958485647
"wetlandsWs","moss_cover_score",0.104329919115215
"wetlandsRipWS","moss_cover_score",0.14164112167947
"EcoII","moss_cover_score",-0.406652709854991
"EcoIII","moss_cover_score",-0.292020523603528
"tmean","moss_cover_score",-0.317288666973724
"tmax","moss_cover_score",-0.357602203312352
"tmin","moss_cover_score",-0.276898860516831
"ppt","moss_cover_score",0.401126946995855
"ppt.m01","moss_cover_score",0.144852792486969
"ppt.m02","moss_cover_score",0.167947922515106
"ppt.m03","moss_cover_score",0.356828701776911
"ppt.m04","moss_cover_score",0.524113939563156
"ppt.m05","moss_cover_score",0.472982794928135
"ppt.m06","moss_cover_score",0.314483912954114
"ppt.m07","moss_cover_score",-0.033790844186068
"ppt.m08","moss_cover_score",-0.10425035917204
"ppt.m09","moss_cover_score",0.0931152510762995
"ppt.m10","moss_cover_score",0.433998245177854
"ppt.m11","moss_cover_score",0.353312706448351
"ppt.m12","moss_cover_score",0.167515093999943
"fishabund_score2","liverwort_cover_score",0.0156599100996272
"bmiabund_score","liverwort_cover_score",0.141614225487146
"algabund_score","liverwort_cover_score",0.121971442415059
"vegdiff_score","liverwort_cover_score",0.110195299671977
"rootedplants_score","liverwort_cover_score",0.120450133772519
"iofb_score","liverwort_cover_score",0.0527832327542857
"mayfly_abundance","liverwort_cover_score",0.256024881124003
"perennial_abundance","liverwort_cover_score",0.0834052172333693
"perennial_taxa","liverwort_cover_score",0.0880402927446293
"perennial_live_abundance","liverwort_cover_score",0.0887317929795198
"snake_score","liverwort_cover_score",-0.0553852368303196
"turt_score","liverwort_cover_score",-0.0273761209532093
"vert_score","liverwort_cover_score",-0.0623019807759894
"vert_sumscore","liverwort_cover_score",-0.0632791821280107
"hydrophytes_present_noflag","liverwort_cover_score",0.271075486069856
"alglive_cover_score","liverwort_cover_score",0.143633344200669
"algdead_cover_score","liverwort_cover_score",-0.0277112229487511
"algdead_noupstream_cover_score","liverwort_cover_score",-0.0226448681736061
"alglivedead_cover_score","liverwort_cover_score",0.12630045217422
"moss_cover_score","liverwort_cover_score",0.246900381614968
"liverwort_cover_score","liverwort_cover_score",1
"PctShading","liverwort_cover_score",0.189804138859142
"TotalAbundance","liverwort_cover_score",0.210587338577615
"Richness","liverwort_cover_score",0.214273997067874
"EPT_abundance","liverwort_cover_score",0.233103775230123
"EPT_taxa","liverwort_cover_score",0.272545657892407
"EPT_relabd","liverwort_cover_score",0.241666533966726
"EPT_reltaxa","liverwort_cover_score",0.281050748959617
"GOLD_relabd","liverwort_cover_score",0.155518640925123
"GOLD_reltaxa","liverwort_cover_score",0.140552316029951
"OCH_relabd","liverwort_cover_score",0.11300336110821
"OCH_reltaxa","liverwort_cover_score",0.0815533421239314
"GOLDOCH_relabd","liverwort_cover_score",0.167367834373382
"GOLDOCH_reltaxa","liverwort_cover_score",0.112962206503232
"Noninsect_abundance","liverwort_cover_score",0.0619716926764494
"Noninsect_taxa","liverwort_cover_score",0.07398477494946
"Noninsect_relabund","liverwort_cover_score",0.0606583896098734
"Noninsect_reltaxa","liverwort_cover_score",0.080350970571021
"waterinchannel_score","liverwort_cover_score",0.182469963487487
"hydric_score","liverwort_cover_score",-0.0424366311830448
"springs_score","liverwort_cover_score",-0.079569909405888
"pctsurfaceflow","liverwort_cover_score",0.203123092072756
"pctsubsurfaceflow","liverwort_cover_score",0.19425768679635
"numberwoodyjams","liverwort_cover_score",0.198946714907501
"SoilMoist_MaxScore","liverwort_cover_score",0.206914703435547
"sinuosity_score","liverwort_cover_score",0.268349296883579
"floodplaindim_score","liverwort_cover_score",-0.124071332114099
"riffpoolseq_score","liverwort_cover_score",0.250350392871368
"substratesorting_score","liverwort_cover_score",0.151107295752531
"seddep_score","liverwort_cover_score",-0.129440723170254
"BankWidthMean","liverwort_cover_score",-0.207442254340587
"valleyslope","liverwort_cover_score",0.310739272844843
"ElevCat","liverwort_cover_score",0.17839987892578
"ElevWs","liverwort_cover_score",0.21410226206437
"AgKffactCat","liverwort_cover_score",-0.15601149258692
"KffactCat","liverwort_cover_score",0.00353454513774467
"AgKffactWs","liverwort_cover_score",-0.164316200861003
"KffactWs","liverwort_cover_score",0.0744725390514402
"Al2O3Cat","liverwort_cover_score",-0.121687934400494
"CaOCat","liverwort_cover_score",0.0359051163363288
"Fe2O3Cat","liverwort_cover_score",-0.186893332894195
"K2OCat","liverwort_cover_score",-0.000778922286048143
"MgOCat","liverwort_cover_score",0.0586485800721044
"Na2OCat","liverwort_cover_score",-0.0700123093137656
"P2O5Cat","liverwort_cover_score",-0.0834248222041243
"SCat","liverwort_cover_score",-0.0763450542010201
"SiO2Cat","liverwort_cover_score",0.185756959970029
"Al2O3Ws","liverwort_cover_score",0.0461271375696729
"CaOWs","liverwort_cover_score",-0.0414962845265922
"Fe2O3Ws","liverwort_cover_score",-0.0764570909681914
"K2OWs","liverwort_cover_score",0.0405306342952585
"MgOWs","liverwort_cover_score",-0.0605478700298656
"Na2OWs","liverwort_cover_score",0.0803677076508851
"P2O5Ws","liverwort_cover_score",0.0485492657742336
"SWs","liverwort_cover_score",-0.193535512662209
"SiO2Ws","liverwort_cover_score",0.189166078742527
"NCat","liverwort_cover_score",-0.168289894459607
"NWs","liverwort_cover_score",-0.227023835878128
"HydrlCondCat","liverwort_cover_score",-0.176970076373308
"HydrlCondWs","liverwort_cover_score",-0.1848126500753
"CompStrgthCat","liverwort_cover_score",0.179738985047685
"CompStrgthWs","liverwort_cover_score",0.221560709707489
"Precip8110Cat","liverwort_cover_score",0.280684112269033
"Tmax8110Cat","liverwort_cover_score",-0.192308443307475
"Tmean8110Cat","liverwort_cover_score",-0.193631544176927
"Tmin8110Cat","liverwort_cover_score",-0.19012639388971
"Precip8110Ws","liverwort_cover_score",0.27125701857419
"Tmax8110Ws","liverwort_cover_score",-0.2092633407394
"Tmean8110Ws","liverwort_cover_score",-0.220787122505592
"Tmin8110Ws","liverwort_cover_score",-0.216983207505918
"ClayCat","liverwort_cover_score",-0.00426806732081174
"SandCat","liverwort_cover_score",0.0497443246240609
"ClayWs","liverwort_cover_score",-0.0877194536109834
"SandWs","liverwort_cover_score",0.123779287387692
"OmCat","liverwort_cover_score",0.138756056450895
"PermCat","liverwort_cover_score",0.062784794360703
"RckDepCat","liverwort_cover_score",-0.0885259963022738
"WtDepCat","liverwort_cover_score",0.0796678822808374
"OmWs","liverwort_cover_score",0.127708821844567
"PermWs","liverwort_cover_score",0.12665052397676
"RckDepWs","liverwort_cover_score",0.0507106470278261
"WtDepWs","liverwort_cover_score",0.0759907469266663
"PctCarbResidCat","liverwort_cover_score",0.108895242511962
"PctNonCarbResidCat","liverwort_cover_score",0.0552480351150876
"PctAlkIntruVolCat","liverwort_cover_score",-0.039489425715172
"PctSilicicCat","liverwort_cover_score",0.0961330432594484
"PctEolCrsCat","liverwort_cover_score",-0.0278156362976707
"PctEolFineCat","liverwort_cover_score",NA
"PctAlluvCoastCat","liverwort_cover_score",-0.20374442669358
"PctCarbResidWs","liverwort_cover_score",-0.101851513888342
"PctNonCarbResidWs","liverwort_cover_score",-0.028718433915133
"PctAlkIntruVolWs","liverwort_cover_score",-0.039489425715172
"PctSilicicWs","liverwort_cover_score",0.086045817571576
"PctExtruVolWs","liverwort_cover_score",0.0418944863651825
"PctEolCrsWs","liverwort_cover_score",-0.0631618999127727
"PctEolFineWs","liverwort_cover_score",-0.0394882573716839
"PctAlluvCoastWs","liverwort_cover_score",-0.229006278504991
"WetIndexCat","liverwort_cover_score",-0.188200428511194
"WetIndexWs","liverwort_cover_score",-0.0952579275163671
"urb","liverwort_cover_score",-0.0674737637623461
"urbRip","liverwort_cover_score",-0.0764094326665197
"forr","liverwort_cover_score",0.222215762914649
"forrRip","liverwort_cover_score",0.21672072474781
"ag","liverwort_cover_score",-0.145749789165992
"agRip","liverwort_cover_score",-0.156541471310147
"wetlands","liverwort_cover_score",-0.115373257040064
"wetlandsRip","liverwort_cover_score",-0.085537342161038
"urbWs","liverwort_cover_score",-0.171228280578113
"urbRipWs","liverwort_cover_score",-0.129772585103004
"forrWs","liverwort_cover_score",0.241444890558921
"forrWsRip","liverwort_cover_score",0.232004565629644
"agWs","liverwort_cover_score",-0.149312357491224
"agRipWs","liverwort_cover_score",-0.172332059845316
"wetlandsWs","liverwort_cover_score",-0.0687232557459566
"wetlandsRipWS","liverwort_cover_score",-0.0457997845588304
"EcoII","liverwort_cover_score",-0.16051015557045
"EcoIII","liverwort_cover_score",-0.0841286489807144
"tmean","liverwort_cover_score",-0.188065516678628
"tmax","liverwort_cover_score",-0.184108551907768
"tmin","liverwort_cover_score",-0.185007550512757
"ppt","liverwort_cover_score",0.26927644375132
"ppt.m01","liverwort_cover_score",0.139928578518888
"ppt.m02","liverwort_cover_score",0.145574813870512
"ppt.m03","liverwort_cover_score",0.193842127215114
"ppt.m04","liverwort_cover_score",0.246106644958452
"ppt.m05","liverwort_cover_score",0.138301029911719
"ppt.m06","liverwort_cover_score",0.102459050111662
"ppt.m07","liverwort_cover_score",0.0437699173090311
"ppt.m08","liverwort_cover_score",-0.0140287538413958
"ppt.m09","liverwort_cover_score",0.1076026810917
"ppt.m10","liverwort_cover_score",0.215929129769992
"ppt.m11","liverwort_cover_score",0.309054680825078
"ppt.m12","liverwort_cover_score",0.17080358169713
"fishabund_score2","PctShading",0.0828171003017438
"bmiabund_score","PctShading",0.352942523429496
"algabund_score","PctShading",0.190702226033784
"vegdiff_score","PctShading",0.395536261199111
"rootedplants_score","PctShading",0.141298658203156
"iofb_score","PctShading",0.293551225065365
"mayfly_abundance","PctShading",0.322085326780316
"perennial_abundance","PctShading",0.304644635133756
"perennial_taxa","PctShading",0.32565689959842
