globalid,sitecode,sitename,assessor,collection,weathernow,cloudynow,weather48,cloudy48,totalrain,weathernot,disturbed,disturbed_,bankfullwi,bankfull_1,bankfull_2,reachlengt,reachlen_1,reachlen_2,valleyslop,s_landuse,landuse_no,riparian,erosion,floodplain,ancillaryn,hi_reachle,hi_reach_1,pools_obse,hi_seepssp,channelsco,hi_channel,hi_notes,hydricsoil,locations,hydricnote,woodyjams1,trees_shru,woodyjamsn,streambeds,hi_streamb,streambedn,debrisscor,hi_debriss,debrisnote,locationon,locationtw,locationth,soiltextur,location_1,location_2,location_3,sinuosityi,sinscoreno,si_sinuosi,sinuositym,sinuosityc,fpimage,FPScorenot,gi_dimensi,dimensionm,seqscoreno,gi_sequenc,seqnotes,gisubstrat,gi_substra,ginotes,abundscore,abundances,abundanc_1,abundancea,mosquitofi,abundancen,observedfu,observedsn,obsnakesab,observedtu,obturtlesa,observedam,obampiabun,observedvo,observedab,streambedl,streambedd,streambe_1,streambeda,d_note,d_upper,u_upstream,u_left,u_right,u_downstre,d_middle,m_upstream,m_left,m_right,m_downstre,d_lower,l_upstream,l_left,l_right,l_downstre,bryophytem,bryophytel,bryophtyen,Vegediffsc,vegetation,vegenotes,hydrovegen,regionalin,additional,CreationDa,Creator,EditDate,Editor,site_upstr,site_midst,site_middo,site_downs,pnw_mayabu,pnw_maygre,pnw_indica,pnw_indi_1,pnw_indi_2,pnw_indi_3,pnw_indi_4,pnw_int,pnw_eph,pnw_per,pnw_final,pnw_F_eph,pnw_F_int,pnw_F_per,nm_calc,nm_score,nm_status_,nm_status1,nm_statu_1,nm_statu_2,nm_statu_3,MERGE_SRC,latitude,longitude
{A5C2D30D-6800-49D8-AA65-686E826F6D9E},AZ_CORTARO.P,Santa Cruz River at Cortaro,Matt robinson and emma haines,7/5/2019 7:00,clearsunny,,,0,0,,"discharges,steammods",Armoured left banks and drainage pipes,10.6,11.3,9.9,371,150,200,1,urban,Shopping center,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,2,,0,yes,,,2,Tamarisks,,0,,,,,,,,,,,1,visual estimate,,,,1.5,visual estimate,,0.5,,,0.75,,,3,3,2,no,,notdectected,notdectected,,notdectected,,present,1 tadpole,notdectected,,2-10%,notdetected,,,,,8,6,0,0,,15,15,6,9,,1,1,14,14,notdetected,notdetected,,,3,,,aridwest,1 large fish seen. Greater than 10 inches,7/6/2019 1:15,,7/6/2019 1:15,,,,,,30,no,yes,no,,yes,,yes,no,no,intermittent,,,,25.75,25.75,,,,,,FlowDuration004,32.35115001,-111.0961898
{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},AZ_CROUCH.P,Crouch Creek,Matt robinson and emma haines,6/30/2019 7:00,clearsunny,,,0,0,,,None,1.5,2,2,64.16666667,64.16666667,64.16666667,2.5,"forested,agricultural",Cattle grazing,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,3,,0,yes,,,3,,,1,In meadow section. See photo,,,,,,,,,,1,visual estimate,,,,3,visual estimate,,3,,,3,,,0,3,3,,,present,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,14,15,17,17,,4,9,10,15,,17,17,15,16,notdetected,notdetected,,,3,,,aridwest,High abundance of adult odonates,7/6/2019 1:16,,7/6/2019 1:16,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,32,32,,,,,,FlowDuration004,34.0899352,-110.8735716
{F4CD4AA2-04E4-4796-9EF8-F7CC6187F021},AZ_RILLITO1.E,Rillito at Dodge Blvd,Matt robinson and emma haines,7/5/2019 7:00,cloudy,20,,0,0,,"steammods,discharges",Armoured banks and drainage pipes,40,40,40,1400,150,200,0,urban,Industrial and residential,no,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,yes,,,2,,,0,,dry,dry,dry,,loamysand,loamysand,siltyclay,,,0,visual estimate,,,,0.75,visual estimate,,0,,,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,,7/6/2019 1:16,,7/6/2019 1:16,,,,,,0,,,,,,,no,no,no,perennial,,,,3.75,3.75,,,,,,FlowDuration004,32.2708441,-110.9165627
{E2366335-49BD-4F8C-8D76-29268EAA8633},AZ_RILLITO2.E,Rillito at La Cholla,Matt robinson and emma haines,7/5/2019 7:00,clearsunny,,,0,0,,"steammods,discharges",Armoured banks and drainage pipe,24,20,20,746.6666667,150,200,1,urban,Commercial and residential,no,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,yes,,,1,,,0,,dry,dry,dry,,loamysand,loamysand,slityclayloam,,,0.5,visual estimate,,,,1.5,visual estimate,,0,,,0,1 small patch with some substrate sorting (gravel) in sand channel. ,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,,7/6/2019 1:16,,7/6/2019 1:16,,,,,,0,,,,,,,no,no,no,perennial,,,,4,4,,,,,,FlowDuration004,32.30112209,-111.010198
{0E5D804B-4D7A-42A3-BE8C-BD04D793C53B},AZ_DELORO.E,Canada Del Oro at Ina Rd,Matt robinson and emma haines,7/5/2019 7:00,clearsunny,,,0,0,,"steammods,discharges",Armoured banks and drainage pipes,18,16,12,536.6666667,150,200,0,urban,Commercial and residential,yes,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,yes,,,0,,,0,,dry,dry,dry,,loamysand,loamysand,loamysand,,,0.5,visual estimate,,,,1.5,visual estimate,,0,,,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,,7/6/2019 1:16,,7/6/2019 1:16,,,,,,0,,,,,,,no,no,no,perennial,,,,3,3,,,,,,FlowDuration004,32.33531247,-111.0428462
{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},USGS9492400,East Fork White River,Matt robinson and emma haines,7/3/2019 7:00,clearsunny,,,0,0,,,None,3.8,4,4.5,143.5,143.5,164,5,"forested,other_describe",Dirt road and bridge,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,2,visual estimate,,,,1.5,visual estimate,,3,,,3,,,1,3,3,no,,present,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,14,15,17,16,,17,16,17,16,,16,15,15,12,notdetected,<2%,,,3,,,westmountains,,7/6/2019 1:16,,7/6/2019 1:16,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,28.5,28.5,,,,,,FlowDuration004,33.82242695,-109.8149113
{38CCB345-A4FC-4D78-B601-FCFD4D878355},USGS9400815,Newman Canyon above upper lake,Matt robinson and emma haines,7/2/2019 7:00,clearsunny,,,0,0,,,None,7,8,9,280,150,200,3,forested,,yes,yes,no,See photo for site sketch,0,0,2,notdectected,,2,,0,3,,0,yes,,,1,,,0,,saturated,dry,partiallydry,,clay,loamysand,loam,,,2,visual estimate,Channel is boulders and bedrock,,,0.75,visual estimate,,2,,,1.5,Channel dominated with boulders,,1,1,1,no,,notdectected,notdectected,,notdectected,,present,Greater than 10. Larval salamander and tadpole,notdectected,Crawfish,<2%,notdetected,,,,,0,8,2,0,,0,11,14,1,,0,2,9,0,notdetected,notdetected,,,2,,,westmountains,,7/6/2019 1:17,,7/6/2019 1:17,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,14.25,14.25,,,,,,FlowDuration004,35.05658448,-111.4905942
{ACC41397-C6A2-48D0-9B32-E583338E14D8},USGS9507700,Webber Cr ab west fork,Matt robinson and emma haines,7/1/2019 7:00,cloudy,30,,0,0,,"diversions,other",Concrete trail at top of section. Water pipe above channel,5.5,4.5,4,163.3333333,150,180,3.5,"developed,forested,other_describe",Youth camp. Bathroom building,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,3,,0,yes,,,3,,,0,,,,,,,,,,,2,visual estimate,,,,1.5,visual estimate,,3,,,3,,,1,3,2,no,,present,notdectected,,notdectected,,notdectected,,notdectected,,2-10%,notdetected,,,,,16,15,16,16,,14,17,17,17,,12,17,17,17,>10%,notdetected,,,3,,,westmountains,,7/6/2019 1:17,,7/6/2019 1:17,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,30.5,30.5,,,,,,FlowDuration004,34.41131886,-111.373838
{16A2BF63-459F-4190-B074-839519FC5800},AZ_COTTONWOOD.E,Cottonwood Creek,Matt robinson and emma haines,7/1/2019 7:00,clearsunny,,,0,0,,,None,4.4,7,7,214.6666667,150,200,3,"other_natural,agricultural,other_describe",Pasture. Recreation trails.,yes,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,yes,,,1.5,,,0,,dry,dry,dry,,sandyloam,clayloam,loamysand,,,1,visual estimate,,,,2.25,visual estimate,,1,,,1.5,,,0,1.5,2,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,3 amphibians. See photo.,notdetected,2-10%,no,,,,4,12,0,8,,4,17,4,0,,16,12,0,7,notdetected,notdetected,,,2,,,aridwest,,7/6/2019 1:17,,7/6/2019 1:17,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,12.75,12.75,,,,,,FlowDuration004,33.63311297,-111.4449694
{E9877760-1F69-4FB2-B3B3-4338B0AADEF5},AZ_WALNUT.E,Walnut Creek,Matt robinson and emma haines,6/30/2019 7:00,clearsunny,,,0,0,,,None,5,4,4,151.6666667,150,173,3,"other_natural,other_describe",Fire roads,yes,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,1,yes,3 partial woody jams,,0.5,,,0,,dry,dry,dry,,slityclayloam,sandyclayloam,loam,,,2,visual estimate,,,,2.25,"visual estimate.
Half of reach slightly confined.",,3,,,3,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,12,2,12,2,,13,15,8,7,notdetected,notdetected,,,1.5,,,aridwest,,7/6/2019 1:17,,7/6/2019 1:17,,,,,,0,,,,,,,no,no,no,perennial,,,,12.25,12.25,,,,,,FlowDuration004,33.88888711,-111.2151611
{F9492B54-06C5-4B27-9242-4E66505D7A9D},USGS9397500,Chevelon Fork,Matt robinson and emma haines,6/29/2019 7:00,intermittentrain,,,0,0,Thunder prevalent,,None,17,15,15,548.3333333,150,150,0,other_natural,,yes,yes,no,See photo for site sketch,100,,,notdectected,,6,,3,2,"Red patches near roots, but no grayish soil or sulphur smell. See photo",0,yes,,,3,,,0,,,,,,,,,,,0.5,visual estimate,,,,1,visual estimate,,1,,,2.25,,,1,3,0,no,,notdectected,notdectected,,notdectected,,present,"7. Larval salamanders, tadpoles and frogs",notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,3,,,aridwest,Assessment cut short due to thunder and lighting.,7/6/2019 1:17,,7/6/2019 1:17,,,,,Not taken due to incoming thunderstorm,41,no,yes,no,,yes,,yes,no,no,intermittent,,,,23.75,23.75,,,,,,FlowDuration004,34.63745261,-110.7132483
{638C1F3D-DD42-475B-8935-BD3B38D1E20B},AZ_SABINO.I,Sabino Canyon,Matt robinson and emma haines,7/6/2019 7:00,cloudy,70,,0,0,,steammods,Dam at bottom of reach created large sandy pool,19.4,17.9,18.7,653.3333333,150,200,1,other_natural,Recreation trails,yes,yes,yes,See photo for site sketch,0,70,2,notdectected,,2,,3,1,Small patches of red near roots. Dry substrate,0,yes,,,1,,,0.5,Light dusting. Possibly due to dust storm night before,dry,dry,partiallydry,,sandyloam,sandyloam,loamysand,,,1,visual estimate,,,,1.5,visual estimate,,2,,,2.25,,,2,2,2,no,,present,notdectected,,notdectected,,notdectected,,notdectected,1 terrestrial snake,<2%,10-40%,no,,,,0,0,1,0,,0,0,2,0,,0,11,0,2,notdetected,notdetected,,,3,,,aridwest,Reach is sandy closer to the dam.,7/6/2019 17:19,,7/6/2019 17:22,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,22.25,22.25,,,,,,FlowDuration004,32.3148914,-110.8110148
{05FAB0A8-0C7C-466D-A998-F3EFB60196AA},AZ_MATTIE.E,Mattie Canyon,Matt robinson and emma haines,7/7/2019 20:28,cloudy,40,,0,0,Surrounding area has intermittent showers,,None,3,3.3,3,108.5,108.5,124,2,"agricultural,other_natural",Pasture. Dirt road,no,yes,no,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,yes,,,1,,,1,,dry,partiallydry,dry,,slityclayloam,loamysand,sandyloam,,,2,visual estimate,Incised channel,,,0.75,visual estimate,,2.5,,,3,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,1,0,,6,0,0,0,,0,0,0,0,notdetected,notdetected,,,0,,,aridwest,,7/7/2019 21:21,,7/7/2019 21:21,,,,,,0,,,,,,,no,no,no,perennial,,,,10.25,10.25,,,,,,FlowDuration004,31.83719773,-110.5691876
{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},AZ_CHARLESTON.P,San Pedro River at Charleston,Matt robinson and emma haines,7/7/2019 7:00,cloudy,40,,0,0,,,None,3.7,5.3,4.2,154,150,176,2,other_natural,"Bridge, road, walking paths, human visitation, dirt parking lot",yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,2,,0,yes,,,3,,,1,,,,,,,,,,,1,visual estimate,,,,2.25,visual estimate,,1,,,0.75,,,3,2,3,no,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,Greater than 100 crawfish,10-40%,2-10%,no,,,,7,16,4,15,,8,12,0,0,,4,14,5,6,notdetected,notdetected,,,3,,,aridwest,Murky water. Constant visitors,7/8/2019 1:56,,7/8/2019 1:56,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,29,29,,,,,,FlowDuration004,31.62549419,-110.1742672
{C0854C17-4C53-4B78-B64B-92EEC9143492},AZ_LEWIS.P,San Pedro River at Lewis Gauge,Matt robinson and emma haines,7/8/2019 7:00,clearsunny,,,0,0,,,None,4.4,4.4,4,149.3333333,149.3333333,170,1,other_natural,Road and bridge upstream,yes,yes,no,See photo for site sketch,100,,,notdectected,,6,,3,2,,0,yes,,,3,,,0,,,,,,,,,,,0.5,visual estimate,,,,0,visual estimate,,0,,,0.75,,,3,3,2,no,,present,notdectected,,notdectected,,notdectected,,notdectected,Greater than 10 crawfish.,10-40%,notdetected,,,,,16,16,17,13,,16,17,16,16,,14,16,16,16,notdetected,notdetected,,,3,,,aridwest,"Very murky, slow moving water.
Undercut banks",7/8/2019 18:10,,7/8/2019 18:10,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,24.25,24.25,,,,,,FlowDuration004,31.55342652,-110.1400127
{EAB8CCC1-9C7E-4D8B-88D0-3B7CD0ED4508},USGS11109395,Canada de los Alamos,Raphael Mazor,7/5/2019 7:00,clearsunny,,,0,0,,," Site was thickly vegetated with cattails, impeding access and sampling",2,2,2,70,70,70,2,"forested,other_natural",,yes,yes,yes," Dry side channel between stream and road.
Thick cattails along main channel",100,,,notdectected,,6,,3,1,,0,yes," Some smaller jams present, insufficient to meet criteria",,3," All plants in streambed were wetland plants, not upland",,0.5,,,,,,,,,,,1.5,visual estimate,,,,3,visual estimate,,2,,,3,,,0,3,1,, Pretty shady,present,notdectected,,notdectected,,notdectected,,notdectected,Iron-oxidizing bacteria found in floodplain pools,<2%,notdetected,,,,,17,17,17,17,,17,17,17,17,,17,17,17,17,notdetected,notdetected,,,3,,,aridwest,,7/8/2019 18:28,raphaelmazor,7/8/2019 18:28,raphaelmazor,,,,,17,no,yes,no,,yes,,yes,no,no,intermittent,,,,29,29,,,,,,FlowDuration004,34.69267,-118.7919
{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},USGS11075800,Santiago Creek in Modjeska,Raphael D Mazor,7/6/2019 7:00,clearsunny,,,0,0,,steammods, Armoring and road crossings. Many check dams,1.5,1.5,1.5,52.5,52.5,52.5,2.5,"urban,forested", In a small rural-residential area.,yes,yes,yes,,100,,,notdectected,,6, Stream is dry about 1 mile downstream (where USGS guage is located),0,3, Very difficult to dig in cobbly substrate,0,yes," Likely that jams are regularly removed to prevent flooding, given how close the buildings are.",,3,,,0.5,,,,,,,,,,,0,visual estimate, Likely straightened,,,1.5,visual estimate,,2.5,,,3,,,0,3,3,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,10-40%,2-10%,," Some algae mats clearly washed in, but lots of local growth too",,,17,12,0,0,,,,,,,,,,,notdetected,notdetected,,,3,,,,,7/8/2019 19:11,raphaelmazor,7/8/2019 19:11,raphaelmazor,,,, Missed this photo,53,no,yes,no,,yes,,yes,no,no,intermittent,,,,25.5,25.5,,,,,,FlowDuration004,33.70954,-117.62545
{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},CC_LANOVIA.I,San Juan Creek at La Novia,Raphael Mazor,7/6/2019 7:00,cloudy,100,,0,0,,,,15,12,20,548.3333333,150,150,1,"urban,other_natural",,yes,yes,yes, Two major channels and one small side-channel that has a blind-start within reach,100,,,notdectected,,6,,0,3, Rocky substrate hard to dig,0,yes,,,2.5,,,1,,,,,,,,,,,1,"visual estimate, updated at lab",,,,3,visual estimate,,2,,,2,,,3,3,3,yes, Tadpoles observed--likely Pseudacris hypochondriaca,notdectected,notdectected,,notdectected,,present,Dozens,notdectected,,>40%,2-10%,no,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,3,,,aridwest,,7/8/2019 19:30,raphaelmazor,7/8/2019 19:30,raphaelmazor,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,29.5,29.5,,,,,,FlowDuration004,33.50232,-117.64785
{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},CC_LTRABUCO.P,Arroyo Trabuco at Del Obispo,Raphael Mazor,7/6/2019 7:00,clearsunny,,,0,0,,"steammods,discharges,vegetation"," Trapezoidal channel with mostly soft-bottom.
Part of reach looks like work was very recent (e.g., within days of sampling)
Vegetation on soft sediment is very sparse",12,15,18,525,150,150,2,urban,,yes,yes,yes,,100,,,notdectected,,6," Stormdrains discharge into reach. Active discharge evident. See photos.
Not counted as a seep.",3,3, Very little substrate to sample,0,yes," Just above reach is a thicket of natural growth with tall willows.
It is unlikely that jams would be allowed to remain in this reach. Very actively managed for flood control.",,3,,,0.5,,,,,,,,,,,0,visual estimate, Armored and graded. The low-flow channel was completely straight.,,,1.5,"visual estimate.
Channel is confined, but low-flow channel can access a floodplain in part of reach.",,3," Pools, deep areas evident.",,2,,,3,3,3,yes," Surprisingly, I saw no black flies anywhere in the site.",notdectected,notdectected,,notdectected,,notdectected,,notdectected,,10-40%,10-40%,no,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,0, Scarcely any veg to speak of.,,aridwest,,7/8/2019 19:51,raphaelmazor,7/8/2019 19:51,raphaelmazor,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,28,28,,,,,,FlowDuration004,33.50207,-117.66735
{1BA3F45E-FE23-4123-939C-D0270B57CAA7},LCMLK002.50,Milk Creek,Matt robinson and emma haines,7/15/2019 6:00,cloudy,50,,0,0,Incoming storm,,None,1.5,1.2,0.7,39.66666667,39.66666667,45,5,"agricultural,forested",Pasture,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,3,,0,yes,,,3,,,0,,,,,,,,,,,3,visual estimate,,,,3,visual estimate,,3,,,3,,,0,3,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,10,13,16,12,,13,16,16,14,,17,17,17,17,notdetected,>10%,,,3,,,westmountains,"300 meters downstream meadow ends, becomes narrow in canyon. Creek covered in vegetation fron banks. ",7/16/2019 17:27,,7/16/2019 17:27,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,30,30,,,,,,FlowDuration004,33.94533644,-109.1548673
{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},USGS8481500,Tularosa Creek near Bent,Matt robinson and emma haines,7/13/2019 6:00,cloudy,60,,0,0,,,None,3.5,3.5,4,128.3333333,128.3333333,145,3,other_natural,,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,1,,2,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,3,visual estimate,,2,,,3,,,0,3,3,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,Streambed covered in brown biofilm,,,13,13,10,13,,12,16,15,11,,16,17,17,11,notdetected,notdetected,,,2.5,Tamarisks prevalent,,aridwest,Cobbles embedded into streambed. Difficult to remove from clay,7/16/2019 17:27,,7/16/2019 17:27,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,29.5,29.5,,,,,,FlowDuration004,33.14426015,-105.899652
{6F2784B1-7685-4527-A746-547CF66EB752},Eagle Creek near Alto,USGS8387800,Matt robinson and emma haines,7/12/2019 6:00,cloudy,20,,0,0,,,None,2.4,2.1,2.7,84,84,96,1,"forested,urban",1 house and road,yes,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,0,,1,yes,,,1.5,,,0,,dry,partiallydry,dry,,siltloam,siltloam,loamysand,,,2,visual estimate,,,,1.5,"visual estimate.
Mainly active, mid reach is confined",,3,,,3,,,0,1,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,1,5,11,15,,17,17,17,16,,15,17,11,9,notdetected,notdetected,,,1.5,,,westmountains,,7/16/2019 17:27,,7/16/2019 17:27,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,13.5,13.5,,,,,,FlowDuration004,33.39155003,-105.6114219
{C7231969-3731-4AA9-A1E4-38FE5184C125},USGS8401200,South Seven Rivers near Lakewood,Matt robinson and emma haines,7/11/2019 6:00,clearsunny,,,0,0,,steammods,Partial channelization at upstream section,11.5,9.8,13.4,404.8333333,150,200,1,agricultural,Crop left bank. Pasture right bank,no,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,no,,,0,,,0,,dry,dry,dry,,loamysand,loamysand,loamysand,,,1,visual estimate,,,,3,visual estimate,,0.5,,,0.75,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,"Much of main channel and floodplain cracked mud.
Main channel difficult to ID.",7/16/2019 17:27,,7/16/2019 17:27,,,,,,0,,,,,,,no,no,no,perennial,,,,6.25,6.25,,,,,,FlowDuration004,32.58934726,-104.4193189
{F7F53F08-6730-4E55-B049-0E9AE0CEAB1E},USGS8394500,Rio Felix at Old HWY BRD,Matt robinson and emma haines,7/12/2019 6:00,clearsunny,,,0,0,,"steammods,other",Rubble on part of left bank. Excessive dumping,13,13,14.2,469,150,200,2,"agricultural,other_describe",Pasture and dirt road,no,yes,no,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,no,,,0,,,0,,partiallydry,partiallydry,partiallydry,,slityclayloam,slityclayloam,slityclayloam,,,0.5,visual estimate,,,,0.75,visual estimate,,1,,,1.5,,,0,0,0,,,notdectected,notdectected,,notdectected,,present,1 toad,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,,7/16/2019 17:28,,7/16/2019 17:28,,,,,,0,,,,,,,no,no,no,perennial,,,,4.75,4.75,,,,,,FlowDuration004,33.12646961,-104.3429327
{AB381DB6-9462-4725-B0D3-5AE2C7E3B931},USGS8400000,Fourmile Draw near Lakewood,Matt robinson and emma haines,7/11/2019 6:00,clearsunny,,,0,0,,,None,18,18,18,630,150,200,0,agricultural,Pasture,no,yes,no,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,no,,,0,,,0,,dry,dry,dry,,siltyclay,siltyclay,siltyclay,,,0.5,visual estimate,,,,0,visual estimate,,0.5,,,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,Cows present on top of floodplain when first arrived.,7/16/2019 17:28,,7/16/2019 17:28,,,,,,0,,,,,,,no,no,no,perennial,,,,2,2,,,,,,FlowDuration004,32.67227811,-104.3664123
{6D701535-9FB2-4702-B29D-CB9DF761ACE1},USGS8396025,Eagle Draw at Artesia,Matt robinson and emma haines,7/11/2019 6:00,cloudy,50,,0,0,,"steammods,discharges",Channelization and inflows,4,4,4,140,140,160,0.5,"developed,urban",Park and residential,no,no,yes,See photo for site sketch,40,,,notdectected,,1,Pools present but appears to form from subsurface flow beneath concrete,0,0,Concrete channel. Did not dig in park,0,yes,,,2,,,0,,,,,,,,,,,0.5,visual estimate,Channelized,,,1.5,visual estimate,,0,,,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,6,9,0,0,,0,0,,0,notdetected,notdetected,,,0,,,aridwest,Bottom half of channel has water. May be flowing up from crack in concrete. A crack runs length of reach. Pools may be connected by subsurface ubder concrete and connects the pools.,7/16/2019 17:28,,7/16/2019 17:28,,,,,,0,,,,,,,no,no,no,perennial,,,,5,5,,,,,,FlowDuration004,32.84602779,-104.4018569
{38DA65BF-1EFD-4939-82AB-62E88C77A024},USGS8405150,Dark Canyon at Carlsbad,Matt robinson,7/10/2019 6:00,clearsunny,,,0,0,,,None,9.2,10,10,340.6666667,150,200,1,urban,"Industrial and residential
Parking lot and trail left bank. Housing right bank.",yes,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,yes,,,0,,,0,,dry,dry,dry,,sandyclayloam,slityclayloam,slityclayloam,,,0.5,visual estimate,,,,3,visual estimate,,0.5,,,1.5,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,10,1,0,,0,0,4,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,"Very difficult to ID main channel.
Many braided channels and side flood channels.
Evidence of high floods evident throughtout reach.
Braided sections above lower reach >50m wide.",7/16/2019 17:28,,7/16/2019 17:28,,,,,,0,,,,,,,no,no,no,perennial,,,,6.5,6.5,,,,,,FlowDuration004,32.40358449,-104.2287312
{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},USGS8408500,Deleware River near Red Bluff,Matt robinson and emma haines,7/10/2019 6:00,cloudy,20,,0,0,,,None,6,7,7,233.3333333,150,200,1.5,"other_natural,agricultural",Pasture,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,3,,0,yes,Shrubs,,3,,,1.5,,,,,,,,,,,0.5,visual estimate,,,,1.5,visual estimate,,2,,,0.75,,,1,3,1,no,,notdectected,notdectected,,present,2 in reach. 3 below,present,2 frogs,notdectected,,<2%,notdetected,,,,,0,2,0,0,,4,6,2,0,,0,0,0,0,notdetected,notdetected,,,2.5,,,aridwest,"Very murky deep water. Had to walk around large pools. Pools clay bottom.
Road and bridge 200 meters downstream. 
Could not avoid 1 small trib.
Greater than 50 adult odonates.",7/16/2019 17:28,,7/16/2019 17:28,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,25.75,25.75,,,,,,FlowDuration004,32.02227502,-104.0561986
