OBJECTID,globalid,aquaticinv,aquatici_1,taxon,ai_abundan,ai_abundgr,ai_selectm,ai_notes,parentglob,CreationDa,Creator,EditDate,Editor,ai_abund_1,MERGE_SRC
143,,,,Tipulidae,1,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
144,,,,Trichoptera,1,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
145,,,,Helicopsycidae,0,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
146,,,,Snail,1,,,Sample taken,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
147,,,,Simuliidae,10,,,Greater than 10. Larvae and pupal cases,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
148,,,,Caenidae,10,,mayfly,Greater than 10,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
149,,,,Glossosomatidae,10,,perennialindicator,Greater than 10,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
150,,,,Hydropsychidae,4,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
151,,,,Baetidae,10,,mayfly,Greater than 10,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
152,,,,Chironomidae,5,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
153,,,,Psephidae,3,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
154,,,,Trichoptera,1,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
155,,,,Taberidae,2,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
156,,,,Coenagrionidae,1,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
157,,,,Aeshnidae,1,,deadmaterial,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
158,,,,Corduligastridae,2,,deadmaterial,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
159,,,,Helicopsychidae,10,,,Greater than 10,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
160,,,,Dytiscidae,10,,,Greater than 10,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
161,,,,Amphipoda,10,,,Greater than 10,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
162,,,,Veliidae,10,,,Greater than 10. Observed not captured,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
163,,,,Oligochete,10,,,Greater than 10,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
164,,,,Aeshnidae,2,,,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
165,,,,Heptegeniidae,4,,mayfly,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
166,,,,Pelodidae,2,,,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
167,,,,Simuliidae,10,,,Greater than 10,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
168,,,,Dytiscidae,1,,,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
169,,,,Philopotemidae,10,,,Greater than 10. Small. Sample taken,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
170,,,,Hydropsychidae,5,,perennialindicator,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
171,,,,Glossosomelidae,1,,perennialindicator,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
172,,,,Leptophlebiidae,10,,mayfly,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
173,,,,Baetidae,10,,mayfly,Sample taken,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
174,,,,Psephenidae,1,,perennialindicator,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
175,,,,Helicopsychidae,10,,deadmaterial,Greater than 10. Cases on rocks,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
176,,,,Simuliidae,10,,deadmaterial,Cases,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
177,,,,Cullicidae,2,,deadmaterial,Dead pupal,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
178,,,,Corixidae,1,,,,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
179,,,,Dytiscidae,10,,,2 spp,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
180,,,,Chironomidae,10,,,,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
181,,,,Daphnia,10,,,,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
182,,,,Baetidae,10,,mayfly,,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
183,,,,Gomphidae,2,,perennialindicator,Sample taken,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
184,,,,Nauchoridae,3,,,,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
185,,,,Dytiscidae,10,,,Greater than 10. 3 species,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
186,,,,Snail,10,,,Greater than 10. Sample taken,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
187,,,,Siphlonuridae,3,,,Sample taken,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
188,,,,Hydrophilidae,1,,,,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
189,,,,Hydropsychidae,10,,perennialindicator,Greater than 10,{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},7/8/2019 1:56,,7/8/2019 1:56,,,aquaticinvertebratesdata_4
190,,,,Baetidae,10,,mayfly,Greater than 10,{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},7/8/2019 1:56,,7/8/2019 1:56,,,aquaticinvertebratesdata_4
191,,,,Leptophlebiidae,10,,mayfly,Greater than 10,{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},7/8/2019 1:56,,7/8/2019 1:56,,,aquaticinvertebratesdata_4
192,,,,Amphipoda,10,,,,{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},7/8/2019 1:56,,7/8/2019 1:56,,,aquaticinvertebratesdata_4
193,,,,Tabanidae,1,,,,{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},7/8/2019 1:56,,7/8/2019 1:56,,,aquaticinvertebratesdata_4
194,,,,Baetidae,10,,mayfly,Greater than 10,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
195,,,,Dytiscidae,6,,,2 species,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
196,,,,Corixidae,10,,,Greater than 10,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
197,,,,Leptohyphidae,10,,mayfly,Greater than 10,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
198,,,,Amphipoda,10,,,Greater than 10,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
199,,,,Coenegrionidae,2,,,,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
200,,,,Chironomidae,10,,,Greater than 10,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
201,,,,Snail/limpet?,1,,,Sample taken,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
202,,,,Fallceon,1,,mayfly, Scarce in sample. ID from ABL.,{EAB8CCC1-9C7E-4D8B-88D0-3B7CD0ED4508},7/8/2019 18:28,raphaelmazor,7/24/2019 21:16,raphaelmazor,,aquaticinvertebratesdata_4
203,,,,Hydropsyche occidentalis,5,,perennialindicator,ID from ABL. Field ID was incorrect (Rhyacophilidae),{EAB8CCC1-9C7E-4D8B-88D0-3B7CD0ED4508},7/8/2019 18:28,raphaelmazor,7/24/2019 21:16,raphaelmazor,,aquaticinvertebratesdata_4
204,,,,Thinemannimyia group,1,,,ID from ABL,{EAB8CCC1-9C7E-4D8B-88D0-3B7CD0ED4508},7/8/2019 18:28,raphaelmazor,7/24/2019 21:17,raphaelmazor,,aquaticinvertebratesdata_4
205,,,,Hyalella,10,,, The most abundant organism found in sample. ID from ABL.,{EAB8CCC1-9C7E-4D8B-88D0-3B7CD0ED4508},7/8/2019 18:28,raphaelmazor,7/24/2019 21:17,raphaelmazor,,aquaticinvertebratesdata_4
206,,,,Fallceon and Baetis adonis,10,,mayfly,ID from ABL,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:27,raphaelmazor,,aquaticinvertebratesdata_4
207,,,,Tricorythodes,10,,mayfly,ID from ABL,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:27,raphaelmazor,,aquaticinvertebratesdata_4
208,,,,Neohermes,2,,perennialindicator,ID from ABL,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:27,raphaelmazor,,aquaticinvertebratesdata_4
209,,,,Paltothemis lineatipes,1,,,ID from ABL. Field ID was incorrect (Gomphidae),{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:26,raphaelmazor,,aquaticinvertebratesdata_4
210,,,,Hydropsyche occidentalis,10,,perennialindicator,ID from ABL,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:28,raphaelmazor,,aquaticinvertebratesdata_4
211,,,,Simulium,10,,,ID from ABL,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:28,raphaelmazor,,aquaticinvertebratesdata_4
212,,,,Chironomidae,10,,,,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/8/2019 19:11,raphaelmazor,,aquaticinvertebratesdata_4
213,,,,Physa,10,,,ID from ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:22,raphaelmazor,,aquaticinvertebratesdata_4
214,,,,Argia,1,,,ID from ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:25,raphaelmazor,,aquaticinvertebratesdata_4
215,,,,Fallceon and Baetis adonis and Tricorythodes,10,,mayfly,ID from ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:23,raphaelmazor,,aquaticinvertebratesdata_4
216,,,,Simulium,10,,,ID from ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:24,raphaelmazor,,aquaticinvertebratesdata_4
217,,,,Dugesia,10,,,,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/8/2019 19:30,raphaelmazor,,aquaticinvertebratesdata_4
218,,,,Hyalella,2,,,ID from ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:25,raphaelmazor,,aquaticinvertebratesdata_4
219,,,,Potamopyrgus antipodarum,2,,, Found close to bridge in a single pool. Confirmed by ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:25,raphaelmazor,,aquaticinvertebratesdata_4
220,,,,Physa,10,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:18,raphaelmazor,,aquaticinvertebratesdata_4
221,,,,Corixidae,10,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:21,raphaelmazor,,aquaticinvertebratesdata_4
222,,,,Fallceon and Baetis adonis,10,,mayfly,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:20,raphaelmazor,,aquaticinvertebratesdata_4
223,,,,Cheumatopsyche,3,,perennialindicator, Only in cascade area. ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:22,raphaelmazor,,aquaticinvertebratesdata_4
224,,,,Hydrobiidae,1,,perennialindicator,"ABL confirms family, but cannot confirm if it was NZMS",{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:19,raphaelmazor,,aquaticinvertebratesdata_4
225,,,,Hyalella,10,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:20,raphaelmazor,,aquaticinvertebratesdata_4
226,,,,Chironomidae,1,,,,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/8/2019 19:51,raphaelmazor,,aquaticinvertebratesdata_4
227,,,,Tropisternus,1,,,ID from ABL. Field ID incorrect (Dytiscidae),{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:22,raphaelmazor,,aquaticinvertebratesdata_4
228,,,,Corbicula,1,,deadmaterial, Just one shell,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/8/2019 19:51,raphaelmazor,,aquaticinvertebratesdata_4
229,,,,Argia,1,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:21,raphaelmazor,,aquaticinvertebratesdata_4
230,,,,Paltothemis lineatipes,2,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:18,raphaelmazor,,aquaticinvertebratesdata_4
231,,,,Dugesia,5,,,,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/8/2019 19:51,raphaelmazor,,aquaticinvertebratesdata_4
232,,,,Sperchon,1,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:19,raphaelmazor,,aquaticinvertebratesdata_4
233,,,,Erpobdellidae,1,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:20,raphaelmazor,,aquaticinvertebratesdata_4
234,,,,Perlidae,1,,perennialindicator,,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
235,,,,Elmidae,4,,,Adult,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
236,,,,Hydropsychidae,10,,perennialindicator,Greater than 10,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
237,,,,Baetidae,10,,mayfly,Greater than 10,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
238,,,,Heptageniidae,5,,mayfly,,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
239,,,,Ameletidae,2,,mayfly,,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
240,,,,Nemouridae,10,,,Greater than 10. Sample taken,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
241,,,,Simuliidae,10,,,Greater than 10,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
242,,,,Brachycentridae,10,,,Greater than 10. Sample taken,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
243,,,,Limnophilidae,10,,,Greater than 10. Sample taken,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
244,,,,Fingernail clam,1,,"perennialindicator,deadmaterial",Sample taken,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
245,,,,Chironomidae,1,,,Sample taken,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
246,,,,Hydropsychidae,10,,perennialindicator,Greater than 10,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
247,,,,Simuliidae,10,,,Greater than 10,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
248,,,,Baetidae,10,,mayfly,Greater than 10,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
249,,,,Amphipoda,10,,,Greater than 10,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
250,,,,Lepidostomatidae,5,,,Samplw taken,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
251,,,,Diptera,1,,,Sample taken,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
252,,,,Platyhelminthes,1,,,Sample taken,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
253,,,,Glossosomatidae,5,,perennialindicator,Sample taken,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
254,,,,Glossosomatidae,1,,"perennialindicator,deadmaterial",Dried pupa in case. Sample taken,{6F2784B1-7685-4527-A746-547CF66EB752},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
255,,,,Amphipoda,10,,,Greater than 10,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
256,,,,Coenegrionidae,10,,,Greater than 10. Sample taken,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
257,,,,Caenidae,10,,mayfly,Greater than 10,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
258,,,,Corixidae,5,,,,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
259,,,,Elmidae,3,,,Adult,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
260,,,,Psephenidae,10,,,Greater than 10. Adult. sample taken,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
261,,,,Dytiscidae,4,,,,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
262,,,,Acariformes,10,,,Greater than 10,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
263,,,,Snail,1,,,Sample taken,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
264,,,,Baetidae,10,,mayfly,Greater than 10,{F8F18945-C66F-4FCF-AAB3-B2D5846A783D},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
265,,,,Naucoridae,3,,,,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
266,,,,Hydropsychidae,10,,perennialindicator,Greater than 10,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
267,,,,Elmidae,5,,,Adult,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
268,,,,Platyhelminthes,2,,,,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
269,,,,Simuliidae,10,,,Greater than 10,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
270,,,,Chironomidae,10,,,Greater than 10,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
271,,,,Philopotamidae,4,,perennialindicator,,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
272,,,,Heptageniidae,5,,mayfly,,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
273,,,,Baetidae,10,,mayfly,Greater than 10,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
274,,,,Leptohyphidae,10,,mayfly,Greater than 10,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
275,,,,Tabanidae,1,,,,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
276,,,,Oligochaete,3,,,,{4CC21818-81BA-42D2-B873-FA822B1F1CD7},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
277,,,,Chironomidae,5,,,,{4CC21818-81BA-42D2-B873-FA822B1F1CD7},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
278,,,,Dytiscidae,10,,,Greater than 10,{4CC21818-81BA-42D2-B873-FA822B1F1CD7},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
279,,,,Hydrophilidae,1,,,Observed 4,{4CC21818-81BA-42D2-B873-FA822B1F1CD7},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
280,,,,Chironomidae,5,,,,{CAEAEA08-DB66-4CF7-BF02-1729A79BFDBD},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
281,,,,Simuliidae,10,,deadmaterial,Greater than 10. Pupal cases observed,{CAEAEA08-DB66-4CF7-BF02-1729A79BFDBD},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
282,,,,Corixidae,1,,,Observed not captured,{CAEAEA08-DB66-4CF7-BF02-1729A79BFDBD},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
283,,,,Hydrophilidae,1,,,Observed not captured,{CAEAEA08-DB66-4CF7-BF02-1729A79BFDBD},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
284,,,,Garridae,10,,,Greater than 100. Observed not captured.,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
