globalid,aquaticinv,aquatici_1,taxon,ai_abundan,ai_abundgr,ai_selectm,ai_notes,parentglob,CreationDa,Creator,EditDate,Editor,ai_abund_1,MERGE_SRC
{04AB4C63-9341-48CA-8ED0-6B5281D23E58},,,Lepidostoma,1,,, Pupal case,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,,aquaticinvertebratesdata_4
{E9ED88AD-1610-4EFC-8D2C-18E5E7993CF9},,,Rhyacophilidae,1,,perennialindicator,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,,aquaticinvertebratesdata_4
{E3582F13-ED91-41D2-8BE5-C00A679D0B03},,,Baetis adonis,10,,mayfly,ID from ABL,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,7/24/2019 21:13,raphaelmazor,,aquaticinvertebratesdata_4
{F38E073F-34A8-4741-829C-786BBE5D0AF0},,,Argia,1,,,ID from ABL,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,7/24/2019 21:13,raphaelmazor,,aquaticinvertebratesdata_4
{A121CDDB-C228-41BA-88C4-C2B77F0F9D0B},,,Taenionema,1,,,ID from ABL. Field ID was incorrect (Capniidae),{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,7/24/2019 21:14,raphaelmazor,,aquaticinvertebratesdata_4
{7E564273-16A0-482F-824C-4A75289F24D8},,,Chironomidae,10,,,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,,aquaticinvertebratesdata_4
{483E7465-0CDB-42D8-862A-9025F95EFF47},,,Simulium,10,,,ID from ABL,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,7/24/2019 21:14,raphaelmazor,,aquaticinvertebratesdata_4
{E63A1A92-0FC7-4C21-8A7D-94675A6A3B1F},,,Leptohyphidae,3,,mayfly,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,,aquaticinvertebratesdata_4
{F76E8EEE-2722-4914-8F44-887E55FBA13B},,,Abedus,2,,,,{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,6/28/2019 23:53,raphaelmazor,,aquaticinvertebratesdata_4
{AA442021-45D4-4174-8EB4-5402BC2E582E},,,Isoperla denningi,1,,,ID from ABL. Field ID was incorrect (Perlidae),{C4B26978-8955-4CB6-8D75-80412FBE9D97},6/28/2019 23:53,raphaelmazor,7/24/2019 21:15,raphaelmazor,,aquaticinvertebratesdata_4
{4AE1A534-EB28-4395-83A8-85E480FE3470},,,,,,,,{7852F5B8-CC32-4CF1-8CD5-7571BCE472F8},7/1/2019 17:00,raphaelmazor,7/1/2019 17:00,raphaelmazor,,aquaticinvertebratesdata_4
{C4EB8551-C55E-4E6F-922E-C78547890FDE},,,Amphipoda,10,,,Greater than 10,{A5C2D30D-6800-49D8-AA65-686E826F6D9E},7/6/2019 1:15,,7/6/2019 1:15,,,aquaticinvertebratesdata_4
{D83A9C94-C627-41FA-B734-B752347AED90},,,Diptera,10,,,Greater than 10. Sample taken,{A5C2D30D-6800-49D8-AA65-686E826F6D9E},7/6/2019 1:15,,7/6/2019 1:15,,,aquaticinvertebratesdata_4
{0CD05829-5E7B-401B-B006-70D2A0A5D486},,,Baetidae,10,,mayfly,Greater than 10,{A5C2D30D-6800-49D8-AA65-686E826F6D9E},7/6/2019 1:15,,7/6/2019 1:15,,,aquaticinvertebratesdata_4
{75F3F463-2AC5-4786-8045-E71D40B8125F},,,Limnephilidae,5,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{156FEB18-FCDC-402A-98E8-BAF23A516DAC},,,Hydropsychidae,10,,perennialindicator,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{17446867-7B69-4BE6-800F-337A92959663},,,Belostomatidae,10,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{6EE6C952-BAD6-4365-9CB3-5CA0C735D0AE},,,Naucoridae,2,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{63FB1C9A-6CCD-4492-AAD2-F1DA39ADD941},,,Leach,1,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{D673AEA8-C213-4BAC-B908-935B1139D734},,,Elmidae,5,,,Adult,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{4EEF4BA0-E32F-44E7-B46F-7901F61BD324},,,Psephenidae,2,,,Sample taken,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{9AD1D119-A65B-441A-A003-8AE8DAD9D6C7},,,Philopotamidae,3,,,Sample taken,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{A9C2F2C9-5974-411F-9CA8-387C14736A4C},,,Baetidae,10,,mayfly,Greater than 10,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{6C76E62D-FD2B-483A-AD15-B3E3192A88B2},,,Lestidae,6,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{C0FE1061-A59B-4A5D-9AB7-2AEBE04A2C3F},,,Glossosomatidae,3,,perennialindicator,Sample taken,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{40765ADF-1973-4E49-BF61-FF2405F57269},,,Corixidae,3,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{84FA57AE-098E-48AD-8295-A693CB8A7E1D},,,Amphipoda,10,,,Greater than 10,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{A3B0EB82-47D6-405E-A2D6-6D123AAFC7E3},,,Dytiscidae,10,,,"Greater than 10, sample taken",{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{4E6ED45D-60CA-465C-BBA2-67B8BE92F111},,,Cullicidae,10,,,Greater than 10,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{41007B71-FAA1-4C74-812B-A6D7278AFDBF},,,Coenagrionidae,3,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{CCB6405E-DC8B-4FD4-B50D-5D0359CC4A67},,,Tipulidae,1,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{7EF59CB9-0352-4ECE-97FB-235BB8F22535},,,Trichoptera,1,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{819D91B4-A81C-4FB3-9023-CBA6CEB1EBA9},,,Helicopsycidae,,,,,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{C11FC9D3-41A0-4C4D-8579-57D8183FBF47},,,Snail,1,,,Sample taken,{D8F05F1B-69EB-4422-B537-BA81DAA58ABE},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{A891C093-ADDA-4ECC-83B9-40D77F744938},,,Simuliidae,10,,,Greater than 10. Larvae and pupal cases,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{107DDEE3-A48D-4FD2-A615-56B7AE72A495},,,Caenidae,10,,mayfly,Greater than 10,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{B7791E01-9CCE-47F9-B547-637F54978E57},,,Glossosomatidae,10,,perennialindicator,Greater than 10,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{6E1F9175-37FC-427C-B387-9BC941CB6ABE},,,Hydropsychidae,4,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{6BB4DCEC-0315-4DF1-B435-5724F0D121B7},,,Baetidae,10,,mayfly,Greater than 10,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{D94916EA-3924-4285-A2C2-9CCF51007C2B},,,Chironomidae,5,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{6E85F25B-E1D1-43D1-9B14-9EED730DA984},,,Psephidae,3,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{8A832CF6-CD7D-424D-B11A-A3244F8228E0},,,Trichoptera,1,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{F3B2CC11-B2E1-4D5E-9AA6-71C55D225950},,,Taberidae,2,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{FD944156-A35E-4EF5-9D5D-D692B05CDF1E},,,Coenagrionidae,1,,,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{8281C319-5F26-4264-88E3-7116DDEBC548},,,Aeshnidae,1,,deadmaterial,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{21838319-7F40-4959-86F8-9F4F0AEE1095},,,Corduligastridae,2,,deadmaterial,,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{E96E1B04-2094-47B2-AFBC-527BB0863039},,,Helicopsychidae,10,,,Greater than 10,{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},7/6/2019 1:16,,7/6/2019 1:16,,,aquaticinvertebratesdata_4
{01A1CA44-1F7E-4C91-A99B-0DFF6161B9DE},,,Dytiscidae,10,,,Greater than 10,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{04B45D2F-3619-43F1-BE02-465F87824744},,,Amphipoda,10,,,Greater than 10,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{E668906B-E11D-4B8A-BB5B-0EBBE511B6F8},,,Veliidae,10,,,Greater than 10. Observed not captured,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{9104B85D-7E01-493E-9709-BA8EE932B476},,,Oligochete,10,,,Greater than 10,{38CCB345-A4FC-4D78-B601-FCFD4D878355},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{B478042D-5032-43FE-BD5A-988B80D83AA6},,,Aeshnidae,2,,,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{64821649-A8D2-4661-8784-C36B1167A0D3},,,Heptegeniidae,4,,mayfly,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{1978A474-6F2F-446D-855C-7C928D64AE26},,,Pelodidae,2,,,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{B7E7EDE8-F49C-4018-B208-3294383E3EC7},,,Simuliidae,10,,,Greater than 10,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{98C60EAA-7A4A-4992-850D-1B12F5F47FD0},,,Dytiscidae,1,,,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{F13FA996-9FD1-43E0-AACB-4922EDB93659},,,Philopotemidae,10,,,Greater than 10. Small. Sample taken,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{FD898870-0EFB-4AC1-892E-61F92013F3AA},,,Hydropsychidae,5,,perennialindicator,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{E25E9F6F-DFF0-49D3-A195-950AA02D61E2},,,Glossosomelidae,1,,perennialindicator,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{F989AED3-B3CC-485D-8045-F500DF298259},,,Leptophlebiidae,10,,mayfly,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{37E876E0-B912-43FA-83AA-445E9D731A67},,,Baetidae,10,,mayfly,Sample taken,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{5EBAF49F-C83B-4541-A320-E89160BADBE0},,,Psephenidae,1,,perennialindicator,,{ACC41397-C6A2-48D0-9B32-E583338E14D8},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{BDBE8187-2C09-4F97-A86A-A54E54FBED4E},,,Helicopsychidae,10,,deadmaterial,Greater than 10. Cases on rocks,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{0192961F-ECB5-4D29-BD2F-761EB325546C},,,Simuliidae,10,,deadmaterial,Cases,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{7B390D70-874D-4540-AC4D-94F827AA2DEA},,,Cullicidae,2,,deadmaterial,Dead pupal,{16A2BF63-459F-4190-B074-839519FC5800},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{E576CFE5-B2D8-4867-BFBA-7B45CC54F8FA},,,Corixidae,1,,,,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{84A39580-41CC-4405-98FF-97D0A542942C},,,Dytiscidae,10,,,2 spp,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{AB088190-714B-44D1-BED3-956C15DC02A3},,,Chironomidae,10,,,,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{72215AAB-85F4-4C5C-982A-5284607B1DE2},,,Daphnia,10,,,,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{0D30DD4F-DE0E-4312-9980-4CB1006C3E51},,,Baetidae,10,,mayfly,,{F9492B54-06C5-4B27-9242-4E66505D7A9D},7/6/2019 1:17,,7/6/2019 1:17,,,aquaticinvertebratesdata_4
{359FB4A8-CBBE-4620-BD2B-41DCFA630690},,,Gomphidae,2,,perennialindicator,Sample taken,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
{4DB0B9F9-BD41-479D-B497-9BBB76383450},,,Nauchoridae,3,,,,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
{1E02C0AD-3066-49A7-805B-C8BC90208AB7},,,Dytiscidae,10,,,Greater than 10. 3 species,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
{E2F037B3-6710-4610-8F33-8A4B47D276B5},,,Snail,10,,,Greater than 10. Sample taken,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
{38895C51-A029-48B4-8876-C6E9EC454B9F},,,Siphlonuridae,3,,,Sample taken,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
{7778B4E4-46F1-4E56-9BA6-57D828A9C9A7},,,Hydrophilidae,1,,,,{638C1F3D-DD42-475B-8935-BD3B38D1E20B},7/6/2019 17:19,,7/6/2019 17:19,,,aquaticinvertebratesdata_4
{5CB89E04-25D8-4903-B30A-FF68A1BCA716},,,Hydropsychidae,10,,perennialindicator,Greater than 10,{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},7/8/2019 1:56,,7/8/2019 1:56,,,aquaticinvertebratesdata_4
{B9406917-B45B-4CAB-B70E-DD88363CF64C},,,Baetidae,10,,mayfly,Greater than 10,{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},7/8/2019 1:56,,7/8/2019 1:56,,,aquaticinvertebratesdata_4
{1A0B21D9-DE5D-4E38-933F-B117B06771C7},,,Leptophlebiidae,10,,mayfly,Greater than 10,{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},7/8/2019 1:56,,7/8/2019 1:56,,,aquaticinvertebratesdata_4
{B0F6545A-F21A-4DA4-9819-BCC2851C1E76},,,Amphipoda,10,,,,{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},7/8/2019 1:56,,7/8/2019 1:56,,,aquaticinvertebratesdata_4
{B6A93313-739D-47BD-BDAF-6F0779A7210F},,,Tabanidae,1,,,,{93DF0C9C-E1FC-47C6-9F1A-C3504D12778F},7/8/2019 1:56,,7/8/2019 1:56,,,aquaticinvertebratesdata_4
{9C4CCDBA-68CF-45F6-8BF2-9CA5B75F5939},,,Baetidae,10,,mayfly,Greater than 10,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
{454AAC25-2459-4A62-A5E0-1228FF9BB19C},,,Dytiscidae,6,,,2 species,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
{6E8D7CAA-F199-4738-BADE-97B86B77F7EF},,,Corixidae,10,,,Greater than 10,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
{672C3E37-011E-43B9-9215-85169C773639},,,Leptohyphidae,10,,mayfly,Greater than 10,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
{BB141FD9-54FE-4A24-B7B7-B7F267D55E23},,,Amphipoda,10,,,Greater than 10,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
{63865056-AAED-4C89-8DCC-1CE8272C8219},,,Coenegrionidae,2,,,,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
{CC54AC4C-E361-4D94-A872-02732072B87D},,,Chironomidae,10,,,Greater than 10,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
{9A27129D-876D-4646-8DF2-F9BFA5BD4280},,,Snail/limpet?,1,,,Sample taken,{C0854C17-4C53-4B78-B64B-92EEC9143492},7/8/2019 18:10,,7/8/2019 18:10,,,aquaticinvertebratesdata_4
{DB09ECAA-03A5-41DF-8526-4BDB2EF22030},,,Fallceon,1,,mayfly, Scarce in sample. ID from ABL.,{EAB8CCC1-9C7E-4D8B-88D0-3B7CD0ED4508},7/8/2019 18:28,raphaelmazor,7/24/2019 21:16,raphaelmazor,,aquaticinvertebratesdata_4
{92F59B12-0279-4B7C-8478-FC29D69E5CA1},,,Hydropsyche occidentalis,5,,perennialindicator,ID from ABL. Field ID was incorrect (Rhyacophilidae),{EAB8CCC1-9C7E-4D8B-88D0-3B7CD0ED4508},7/8/2019 18:28,raphaelmazor,7/24/2019 21:16,raphaelmazor,,aquaticinvertebratesdata_4
{D357FD03-05CD-4405-8510-2B155A9FBD54},,,Thinemannimyia group,1,,,ID from ABL,{EAB8CCC1-9C7E-4D8B-88D0-3B7CD0ED4508},7/8/2019 18:28,raphaelmazor,7/24/2019 21:17,raphaelmazor,,aquaticinvertebratesdata_4
{04CAA756-E3EC-477B-84F8-6667A080592F},,,Hyalella,10,,, The most abundant organism found in sample. ID from ABL.,{EAB8CCC1-9C7E-4D8B-88D0-3B7CD0ED4508},7/8/2019 18:28,raphaelmazor,7/24/2019 21:17,raphaelmazor,,aquaticinvertebratesdata_4
{2C60C197-A8C6-49B5-802A-ADC97E05B56D},,,Fallceon and Baetis adonis,10,,mayfly,ID from ABL,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:27,raphaelmazor,,aquaticinvertebratesdata_4
{704C98DC-F29D-41F9-8845-1215D9289547},,,Tricorythodes,10,,mayfly,ID from ABL,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:27,raphaelmazor,,aquaticinvertebratesdata_4
{6629F86E-4256-4DFA-8C64-B230C2B21B79},,,Neohermes,2,,perennialindicator,ID from ABL,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:27,raphaelmazor,,aquaticinvertebratesdata_4
{09675FEF-7336-4771-8718-BA1AFE7ED9F4},,,Paltothemis lineatipes,1,,,ID from ABL. Field ID was incorrect (Gomphidae),{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:26,raphaelmazor,,aquaticinvertebratesdata_4
{620F5DD6-120B-4D1C-8EF9-5BFD108A8918},,,Hydropsyche occidentalis,10,,perennialindicator,ID from ABL,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:28,raphaelmazor,,aquaticinvertebratesdata_4
{B67D1850-EB28-429B-84AA-ADF346F1B412},,,Simulium,10,,,ID from ABL,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/24/2019 21:28,raphaelmazor,,aquaticinvertebratesdata_4
{F2B60C21-DB6F-40DE-8835-F343FB058950},,,Chironomidae,10,,,,{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},7/8/2019 19:11,raphaelmazor,7/8/2019 19:11,raphaelmazor,,aquaticinvertebratesdata_4
{460B3E78-E4E7-4E62-8912-E9D7B0DBD63A},,,Physa,10,,,ID from ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:22,raphaelmazor,,aquaticinvertebratesdata_4
{5C819F4A-6783-4517-8BD2-6421DA4DF72C},,,Argia,1,,,ID from ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:25,raphaelmazor,,aquaticinvertebratesdata_4
{08C9BBF2-6B4F-4573-8786-1728F5FD56D2},,,Fallceon and Baetis adonis and Tricorythodes,10,,mayfly,ID from ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:23,raphaelmazor,,aquaticinvertebratesdata_4
{14C8062D-A590-4489-8ADF-70D77096181F},,,Simulium,10,,,ID from ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:24,raphaelmazor,,aquaticinvertebratesdata_4
{4007FBD4-C46D-45E9-8A1B-A49C88E81B0D},,,Dugesia,10,,,,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/8/2019 19:30,raphaelmazor,,aquaticinvertebratesdata_4
{38680AF5-A52F-4C2B-8742-AB54C6BF3CA9},,,Hyalella,2,,,ID from ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:25,raphaelmazor,,aquaticinvertebratesdata_4
{0A7775F7-1CE4-47A0-84AE-CBC4C158D452},,,Potamopyrgus antipodarum,2,,, Found close to bridge in a single pool. Confirmed by ABL,{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},7/8/2019 19:30,raphaelmazor,7/24/2019 21:25,raphaelmazor,,aquaticinvertebratesdata_4
{AC580A51-8E9B-4288-8F77-265B1C18D13B},,,Physa,10,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:18,raphaelmazor,,aquaticinvertebratesdata_4
{BDED19FE-9FE8-4736-8168-1586192A7ECF},,,Corixidae,10,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:21,raphaelmazor,,aquaticinvertebratesdata_4
{CC010A68-5871-411A-8CD5-247175120503},,,Fallceon and Baetis adonis,10,,mayfly,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:20,raphaelmazor,,aquaticinvertebratesdata_4
{49725121-7FB9-4687-87D8-8B020A4A9584},,,Cheumatopsyche,3,,perennialindicator, Only in cascade area. ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:22,raphaelmazor,,aquaticinvertebratesdata_4
{9A737A4F-F83D-42D0-86C3-5949C181DFFE},,,Hydrobiidae,1,,perennialindicator,"ABL confirms family, but cannot confirm if it was NZMS",{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:19,raphaelmazor,,aquaticinvertebratesdata_4
